-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                    aten::_foreach_div_         0.04%      24.190us         0.06%      33.700us      33.700us      25.023us         0.05%      25.023us      25.023us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     110.781us         0.23%     110.781us      11.078us           0 B           0 B           0 B           0 B            10  
                                aten::_foreach_addcdiv_         0.05%      30.130us         0.07%      38.380us      38.380us      27.424us         0.06%      27.424us      27.424us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize        37.36%      21.067ms        37.36%      21.067ms      10.534ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                         optimizer_step         0.00%       0.000us         0.00%       0.000us       0.000us     177.279us         0.37%     177.279us     177.279us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      47.040us         0.10%      47.040us      23.520us           0 B           0 B           0 B           0 B             2  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      26.560us         0.06%      26.560us      26.560us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      13.632us         0.03%      13.632us      13.632us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      19.008us         0.04%      19.008us      19.008us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      25.023us         0.05%      25.023us      25.023us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      11.104us         0.02%      11.104us      11.104us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      27.424us         0.06%      27.424us      27.424us           0 B           0 B           0 B           0 B             1  
autograd::engine::evaluate_function: NllLossBackward...         0.13%      71.340us         0.45%     254.142us     254.142us       0.000us         0.00%       3.649us       3.649us           0 B           0 B           0 B        -512 B             1  
autograd::engine::evaluate_function: LogSoftmaxBackw...         0.02%      12.760us         0.12%      68.990us      68.990us       0.000us         0.00%       1.633us       1.633us           0 B           0 B        -512 B      -1.00 KB             1  
                                       aten::layer_norm         0.06%      33.660us         0.77%     432.211us      33.247us       0.000us         0.00%     268.798us      20.677us           0 B           0 B     156.38 MB     -32.00 KB            13  
autograd::engine::evaluate_function: SelectBackward0...         0.02%       9.710us         0.19%     104.411us     104.411us       0.000us         0.00%      10.880us      10.880us           0 B           0 B      11.91 MB     -96.00 KB             1  
     autograd::engine::evaluate_function: ReluBackward0         0.02%      12.030us         0.16%      91.340us      91.340us       0.000us         0.00%       2.209us       2.209us           0 B           0 B     -96.00 KB    -192.00 KB             1  
                                         optimizer_step         1.44%     811.196us         2.64%       1.491ms       1.491ms       0.000us         0.00%     169.791us     169.791us           0 B          -4 B           0 B      -2.82 MB             1  
               Optimizer.zero_grad#CustomAdam.zero_grad         0.23%     129.401us         0.23%     129.401us     129.401us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      -3.45 MB      -3.45 MB             1  
                                          aten::dropout         0.07%      40.070us         0.74%     414.691us      20.735us       0.000us         0.00%     201.246us      10.062us           0 B           0 B     174.88 MB      -7.75 MB            20  
    autograd::engine::evaluate_function: SliceBackward0         0.02%      10.110us         0.17%      98.230us      98.230us       0.000us         0.00%      19.840us      19.840us           0 B           0 B           0 B     -12.00 MB             1  
            ScaledDotProductEfficientAttentionBackward0         0.15%      85.440us         2.52%       1.420ms     236.648us       0.000us         0.00%       1.659ms     276.490us           0 B           0 B     204.00 MB     -12.00 MB             6  
      autograd::engine::evaluate_function: MulBackward0         0.15%      86.920us         0.93%     523.053us      43.588us       0.000us         0.00%     173.983us      14.499us         -96 B         -96 B     120.00 MB     -24.00 MB            12  
                    aten::_efficient_attention_backward         0.40%     224.480us         1.86%       1.048ms     174.646us       1.399ms         2.92%       1.659ms     276.490us           0 B           0 B     216.00 MB    -146.32 MB             6  
     autograd::engine::evaluate_function: ViewBackward0         1.37%     773.684us         4.43%       2.497ms      22.299us       0.000us         0.00%     350.239us       3.127us           0 B           0 B    -252.00 MB    -252.00 MB           112  
autograd::engine::evaluate_function: NativeDropoutBa...         0.25%     141.660us         1.35%     760.466us      76.047us       0.000us         0.00%     282.173us      28.217us           0 B           0 B    -150.88 MB    -270.88 MB            10  
autograd::engine::evaluate_function: NativeLayerNorm...         0.34%     192.140us         1.26%     709.615us      59.135us       0.000us         0.00%     256.096us      21.341us           0 B           0 B    -144.38 MB    -288.38 MB            12  
       autograd::engine::evaluate_function: MmBackward0         0.69%     387.161us         5.77%       3.255ms     135.630us       0.000us         0.00%     943.903us      39.329us           0 B           0 B    -168.94 MB    -291.00 MB            24  
autograd::engine::evaluate_function: ScaledDotProduc...         0.32%     182.111us         2.84%       1.602ms     267.000us       0.000us         0.00%       1.659ms     276.490us         -96 B         -96 B    -159.12 MB    -363.12 MB             6  
    autograd::engine::evaluate_function: AddmmBackward0         0.59%     332.670us         4.45%       2.511ms      71.734us       0.000us         0.00%      19.791ms     565.449us           0 B           0 B     122.98 MB    -492.09 MB            35  
     autograd::engine::evaluate_function: GeluBackward0         0.16%      89.430us         0.53%     300.100us      50.017us       0.000us         0.00%     541.471us      90.245us           0 B           0 B    -288.00 MB    -576.00 MB             6  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us          84 B          84 B      -1.01 GB      -1.01 GB            95  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 56.393ms
Self CUDA time total: 47.958ms
